,entryflow,exitflow,transferflow,weekday,daytype,timeid,hour,dayid
2071,1218,1669,609,5,0,28,12,28
2072,1249,1614,795,5,0,29,12,28
2073,943,1852,778,5,0,30,13,28
2074,2277,2024,835,5,0,31,13,28
2075,1552,2231,920,5,0,32,13,28
2076,1961,2043,791,5,0,33,13,28
2077,1831,1977,901,5,0,34,14,28
2078,1220,2018,953,5,0,35,14,28
2079,2540,2178,913,5,0,36,14,28
2080,1503,2242,897,5,0,37,14,28
2081,2649,2299,810,5,0,38,15,28
2082,3123,2375,865,5,0,39,15,28
2083,2005,2186,855,5,0,40,15,28
2084,2685,2035,809,5,0,41,15,28
2085,2916,1949,857,5,0,42,16,28
2086,2265,2206,1034,5,0,43,16,28
2087,1552,2537,1201,5,0,44,16,28
2088,2809,2405,1159,5,0,45,16,28
2089,3013,2326,1285,5,0,46,17,28
2090,2918,2380,1291,5,0,47,17,28
2091,1988,2611,1532,5,0,48,17,28
2092,3159,2682,1945,5,0,49,17,28
2093,2829,3100,1883,5,0,50,18,28
2094,3129,3026,2743,5,0,51,18,28
2095,3651,3627,2988,5,0,52,18,28
2096,3033,3061,2908,5,0,53,18,28
2097,2745,2840,2470,5,0,54,19,28
2098,2749,2330,2151,5,0,55,19,28
2099,3125,2106,1478,5,0,56,19,28
2100,3494,1746,1405,5,0,57,19,28
2101,3055,1264,1246,5,0,58,20,28
2102,1644,1077,1057,5,0,59,20,28
2103,2016,1134,876,5,0,60,20,28
2104,3693,856,1000,5,0,61,20,28
2105,2813,713,820,5,0,62,21,28
2106,2586,502,854,5,0,63,21,28
2107,2388,498,934,5,0,64,21,28
2108,1174,461,855,5,0,65,21,28
2109,1908,319,946,5,0,66,22,28
2110,1916,298,690,5,0,67,22,28
2111,1412,216,673,5,0,68,22,28
2112,949,190,680,5,0,69,22,28
2113,923,159,459,5,0,70,23,28
2114,468,109,162,5,0,71,23,28
2115,105,74,54,5,0,72,23,28
2116,43,30,18,5,0,73,23,28
2117,3,0,0,6,0,1,5,29
2118,7,6,0,6,0,2,6,29
2119,10,2,5,6,0,3,6,29
2120,28,79,89,6,0,4,6,29
2121,27,461,132,6,0,5,6,29
2122,42,1153,156,6,0,6,7,29
2123,78,1301,341,6,0,7,7,29
2124,129,1636,495,6,0,8,7,29
2125,132,1739,663,6,0,9,7,29
2126,659,1747,973,6,0,10,8,29
2127,650,1963,1092,6,0,11,8,29
2128,643,1856,1387,6,0,12,8,29
2129,398,2330,1207,6,0,13,8,29
2130,594,2237,957,6,0,14,9,29
2131,954,2143,1117,6,0,15,9,29
2132,716,2073,1051,6,0,16,9,29
2133,1967,2169,1045,6,0,17,9,29
2134,725,2178,935,6,0,18,10,29
2135,2247,2054,842,6,0,19,10,29
2136,2200,2094,936,6,0,20,10,29
2137,1770,1921,991,6,0,21,10,29
2138,1552,1745,835,6,0,22,11,29
2139,2178,1722,874,6,0,23,11,29
2140,2201,1537,922,6,0,24,11,29
2141,1704,1485,922,6,0,25,11,29
2142,2404,1436,904,6,0,26,12,29
2143,1739,1383,766,6,0,27,12,29
2144,1211,1230,929,6,0,28,12,29
2145,1350,1340,1110,6,0,29,12,29
2146,980,1534,1006,6,0,30,13,29
2147,1827,1663,1026,6,0,31,13,29
2148,1529,1773,999,6,0,32,13,29
2149,1486,1703,1169,6,0,33,13,29
2150,1496,1628,995,6,0,34,14,29
2151,1173,1601,1115,6,0,35,14,29
2152,2106,1713,1132,6,0,36,14,29
2153,1263,1733,1030,6,0,37,14,29
2154,2284,1775,1133,6,0,38,15,29
2155,2119,1683,815,6,0,39,15,29
2156,1929,1622,943,6,0,40,15,29
2157,1137,1474,848,6,0,41,15,29
2158,2658,1519,1015,6,0,42,16,29
2159,1584,1503,929,6,0,43,16,29
2160,1036,1599,1106,6,0,44,16,29
2161,2210,1468,983,6,0,45,16,29
2162,2166,1474,1045,6,0,46,17,29
2163,2315,1433,1053,6,0,47,17,29
2164,1768,1455,1280,6,0,48,17,29
2165,2313,1493,1397,6,0,49,17,29
2166,2085,1213,1318,6,0,50,18,29
2167,1813,1367,1595,6,0,51,18,29
2168,2240,1298,1591,6,0,52,18,29
2169,2188,1308,1644,6,0,53,18,29
2170,1251,1283,1466,6,0,54,19,29
2171,1196,1209,1026,6,0,55,19,29
2172,2122,1140,1131,6,0,56,19,29
2173,1666,992,951,6,0,57,19,29
2174,916,746,1001,6,0,58,20,29
2175,600,581,864,6,0,59,20,29
2176,1547,577,822,6,0,60,20,29
2177,2172,451,934,6,0,61,20,29
2178,1270,393,780,6,0,62,21,29
2179,1011,378,702,6,0,63,21,29
2180,939,292,869,6,0,64,21,29
2181,703,313,785,6,0,65,21,29
2182,1097,257,737,6,0,66,22,29
2183,1034,167,709,6,0,67,22,29
2184,539,162,642,6,0,68,22,29
2185,287,133,613,6,0,69,22,29
2186,497,129,616,6,0,70,23,29
2187,175,100,237,6,0,71,23,29
2188,43,72,85,6,0,72,23,29
2189,13,25,19,6,0,73,23,29
2190,3,0,0,7,1,1,5,30
2191,8,1,0,7,1,2,6,30
2192,11,5,5,7,1,3,6,30
2193,28,48,64,7,1,4,6,30
2194,36,374,159,7,1,5,6,30
2195,50,771,174,7,1,6,7,30
2196,75,925,290,7,1,7,7,30
2197,121,1103,363,7,1,8,7,30
2198,142,1178,463,7,1,9,7,30
2199,547,1368,651,7,1,10,8,30
2200,459,1204,766,7,1,11,8,30
2201,421,1322,979,7,1,12,8,30
2202,325,1628,934,7,1,13,8,30
2203,537,1782,728,7,1,14,9,30
2204,789,1632,907,7,1,15,9,30
2205,592,1725,858,7,1,16,9,30
2206,1425,1757,866,7,1,17,9,30
2207,690,1787,831,7,1,18,10,30
2208,1846,1832,818,7,1,19,10,30
2209,1585,1691,793,7,1,20,10,30
2210,1561,1608,883,7,1,21,10,30
2211,981,1498,786,7,1,22,11,30
2212,1723,1723,806,7,1,23,11,30
2213,1850,1763,789,7,1,24,11,30
2214,1843,1731,819,7,1,25,11,30
2215,2365,1713,837,7,1,26,12,30
2216,1401,1723,787,7,1,27,12,30
2217,1139,1491,770,7,1,28,12,30
2218,1367,1680,763,7,1,29,12,30
2219,943,1965,864,7,1,30,13,30
2220,2164,2349,963,7,1,31,13,30
2221,1791,2196,930,7,1,32,13,30
2222,2086,2063,1116,7,1,33,13,30
2223,1773,2174,981,7,1,34,14,30
2224,1602,2117,1152,7,1,35,14,30
2225,1914,2408,1187,7,1,36,14,30
2226,2598,2560,1053,7,1,37,14,30
2227,2829,2858,1204,7,1,38,15,30
2228,3089,2787,990,7,1,39,15,30
2229,2534,2449,1115,7,1,40,15,30
2230,2665,2313,1018,7,1,41,15,30
2231,3769,2219,1153,7,1,42,16,30
2232,2595,2444,1150,7,1,43,16,30
2233,2119,2513,1187,7,1,44,16,30
2234,3370,2439,1151,7,1,45,16,30
2235,2966,2104,1143,7,1,46,17,30
2236,3147,2078,1245,7,1,47,17,30
2237,2308,2336,1371,7,1,48,17,30
2238,3158,2316,1432,7,1,49,17,30
2239,2675,2294,1318,7,1,50,18,30
2240,3075,2352,1305,7,1,51,18,30
2241,3631,2517,1471,7,1,52,18,30
2242,2754,2099,1480,7,1,53,18,30
2243,2564,1921,1265,7,1,54,19,30
2244,2755,1928,976,7,1,55,19,30
2245,4538,1618,1103,7,1,56,19,30
2246,3724,1440,1038,7,1,57,19,30
2247,2330,1086,1036,7,1,58,20,30
2248,1521,948,886,7,1,59,20,30
2249,2495,1013,845,7,1,60,20,30
2250,2764,648,953,7,1,61,20,30
2251,2560,572,770,7,1,62,21,30
2252,3615,406,737,7,1,63,21,30
2253,2607,380,755,7,1,64,21,30
2254,1582,321,676,7,1,65,21,30
2255,3176,272,571,7,1,66,22,30
2256,2702,269,558,7,1,67,22,30
2257,1518,231,544,7,1,68,22,30
2258,743,121,476,7,1,69,22,30
2259,1180,92,370,7,1,70,23,30
2260,437,60,88,7,1,71,23,30
2261,71,49,32,7,1,72,23,30
2262,46,10,9,7,1,73,23,30
2263,2,0,0,1,1,1,5,31
2264,8,8,0,1,1,2,6,31
2265,20,5,11,1,1,3,6,31
2266,25,95,110,1,1,4,6,31
2267,42,542,220,1,1,5,6,31
2268,64,1050,324,1,1,6,7,31
2269,154,1678,681,1,1,7,7,31
2270,176,1693,1236,1,1,8,7,31
2271,198,1547,1803,1,1,9,7,31
2272,917,1579,2330,1,1,10,8,31
2273,1154,1620,2657,1,1,11,8,31
2274,801,1816,3180,1,1,12,8,31
2275,366,1802,2947,1,1,13,8,31
2276,710,1941,1797,1,1,14,9,31
2277,1053,2127,1780,1,1,15,9,31
2278,735,1825,1554,1,1,16,9,31
2279,1756,2084,940,1,1,17,9,31
2280,437,2055,973,1,1,18,10,31
2281,2082,1865,668,1,1,19,10,31
2282,1450,1617,647,1,1,20,10,31
2283,1282,1417,728,1,1,21,10,31
2284,992,1507,565,1,1,22,11,31
2285,1729,1269,637,1,1,23,11,31
2286,1758,1579,547,1,1,24,11,31
2287,1736,1513,470,1,1,25,11,31
2288,2099,1442,593,1,1,26,12,31
2289,1237,1311,545,1,1,27,12,31
2290,914,1264,647,1,1,28,12,31
2291,1167,1168,657,1,1,29,12,31
2292,644,1334,666,1,1,30,13,31
2293,1689,1570,656,1,1,31,13,31
2294,1326,1458,775,1,1,32,13,31
2295,1431,1354,633,1,1,33,13,31
2296,1436,1611,666,1,1,34,14,31
2297,769,1403,718,1,1,35,14,31
2298,1743,1476,682,1,1,36,14,31
2299,979,1447,710,1,1,37,14,31
2300,2072,1516,669,1,1,38,15,31
2301,1844,1523,586,1,1,39,15,31
2302,1272,1357,633,1,1,40,15,31
2303,1444,1327,633,1,1,41,15,31
2304,2053,1219,660,1,1,42,16,31
2305,1273,1097,712,1,1,43,16,31
2306,1179,1224,656,1,1,44,16,31
2307,1953,1270,769,1,1,45,16,31
2308,1669,1011,858,1,1,46,17,31
2309,1781,1061,907,1,1,47,17,31
2310,1310,1187,1102,1,1,48,17,31
2311,2115,1012,1594,1,1,49,17,31
2312,1915,1011,1741,1,1,50,18,31
2313,1796,975,2288,1,1,51,18,31
2314,1846,1223,2463,1,1,52,18,31
2315,1926,977,2643,1,1,53,18,31
2316,1062,940,2058,1,1,54,19,31
2317,1283,830,1801,1,1,55,19,31
2318,1908,795,1172,1,1,56,19,31
2319,1904,593,1131,1,1,57,19,31
2320,732,537,898,1,1,58,20,31
2321,211,376,861,1,1,59,20,31
2322,1194,525,708,1,1,60,20,31
2323,1660,408,830,1,1,61,20,31
2324,1759,347,702,1,1,62,21,31
2325,822,302,720,1,1,63,21,31
2326,894,281,742,1,1,64,21,31
2327,939,172,659,1,1,65,21,31
2328,1130,144,739,1,1,66,22,31
2329,821,159,475,1,1,67,22,31
2330,565,112,488,1,1,68,22,31
2331,343,116,509,1,1,69,22,31
2332,502,98,289,1,1,70,23,31
2333,204,63,110,1,1,71,23,31
2334,28,32,39,1,1,72,23,31
2335,16,32,10,1,1,73,23,31
2336,4,0,0,2,0,1,5,32
2337,9,4,0,2,0,2,6,32
2338,18,3,6,2,0,3,6,32
2339,22,51,102,2,0,4,6,32
2340,37,435,200,2,0,5,6,32
2341,43,758,235,2,0,6,7,32
2342,85,1234,546,2,0,7,7,32
2343,126,1262,1077,2,0,8,7,32
2344,144,1379,1608,2,0,9,7,32
2345,544,1361,2363,2,0,10,8,32
2346,833,1528,2616,2,0,11,8,32
2347,587,1590,3300,2,0,12,8,32
2348,312,1685,2840,2,0,13,8,32
2349,500,1889,1683,2,0,14,9,32
2350,926,1869,1713,2,0,15,9,32
2351,673,1738,1583,2,0,16,9,32
2352,1429,1756,1094,2,0,17,9,32
2353,377,1848,1044,2,0,18,10,32
2354,1787,1810,707,2,0,19,10,32
2355,1258,1485,679,2,0,20,10,32
2356,1356,1197,671,2,0,21,10,32
2357,767,1207,564,2,0,22,11,32
2358,1425,1131,640,2,0,23,11,32
2359,1365,1350,602,2,0,24,11,32
2360,1433,1382,470,2,0,25,11,32
2361,1940,1319,616,2,0,26,12,32
2362,1067,1164,483,2,0,27,12,32
2363,820,1153,580,2,0,28,12,32
2364,1096,1139,649,2,0,29,12,32
2365,656,1228,608,2,0,30,13,32
2366,1432,1462,647,2,0,31,13,32
2367,1135,1366,766,2,0,32,13,32
2368,1273,1398,716,2,0,33,13,32
2369,1222,1274,662,2,0,34,14,32
2370,783,1314,719,2,0,35,14,32
2371,1686,1267,636,2,0,36,14,32
2372,822,1331,703,2,0,37,14,32
2373,1799,1392,572,2,0,38,15,32
2374,1691,1398,552,2,0,39,15,32
2375,1098,1380,670,2,0,40,15,32
2376,1363,1292,629,2,0,41,15,32
2377,1325,1202,688,2,0,42,16,32
2378,1652,1132,754,2,0,43,16,32
2379,1341,1258,731,2,0,44,16,32
2380,1714,1368,739,2,0,45,16,32
2381,1699,1053,797,2,0,46,17,32
2382,1767,1193,940,2,0,47,17,32
2383,1356,1198,1074,2,0,48,17,32
2384,1945,1048,1636,2,0,49,17,32
2385,1733,1015,1708,2,0,50,18,32
2386,1843,978,2191,2,0,51,18,32
2387,1943,1166,2369,2,0,52,18,32
2388,1824,1002,2578,2,0,53,18,32
2389,1061,846,1994,2,0,54,19,32
2390,1320,870,1707,2,0,55,19,32
2391,1947,779,1209,2,0,56,19,32
2392,1598,641,1108,2,0,57,19,32
2393,774,505,886,2,0,58,20,32
2394,538,417,785,2,0,59,20,32
2395,1239,505,725,2,0,60,20,32
2396,2016,400,811,2,0,61,20,32
2397,990,354,712,2,0,62,21,32
2398,1011,298,720,2,0,63,21,32
2399,794,209,714,2,0,64,21,32
2400,585,190,579,2,0,65,21,32
2401,960,189,684,2,0,66,22,32
2402,779,173,489,2,0,67,22,32
2403,589,150,425,2,0,68,22,32
2404,333,99,485,2,0,69,22,32
2405,411,60,323,2,0,70,23,32
2406,146,58,118,2,0,71,23,32
2407,29,29,30,2,0,72,23,32
2408,22,22,11,2,0,73,23,32
2409,5,0,0,3,0,1,5,33
2410,6,4,0,3,0,2,6,33
2411,15,4,9,3,0,3,6,33
2412,13,76,102,3,0,4,6,33
2413,21,433,214,3,0,5,6,33
2414,40,724,254,3,0,6,7,33
2415,98,1195,524,3,0,7,7,33
2416,127,1232,1131,3,0,8,7,33
2417,148,1431,1701,3,0,9,7,33
2418,648,1550,2354,3,0,10,8,33
2419,699,1491,2726,3,0,11,8,33
2420,542,1632,3433,3,0,12,8,33
2421,368,1717,3069,3,0,13,8,33
2422,522,1971,1719,3,0,14,9,33
2423,815,1800,1684,3,0,15,9,33
2424,562,1608,1630,3,0,16,9,33
2425,1363,1893,1070,3,0,17,9,33
2426,348,1723,1018,3,0,18,10,33
2427,1543,1579,748,3,0,19,10,33
2428,1160,1472,648,3,0,20,10,33
2429,1182,1182,685,3,0,21,10,33
2430,767,1291,567,3,0,22,11,33
2431,1446,1206,627,3,0,23,11,33
2432,1418,1350,611,3,0,24,11,33
2433,1455,1291,460,3,0,25,11,33
2434,2116,1240,603,3,0,26,12,33
2435,891,1143,572,3,0,27,12,33
2436,642,1057,654,3,0,28,12,33
2437,999,1058,704,3,0,29,12,33
2438,632,1244,640,3,0,30,13,33
2439,1468,1411,682,3,0,31,13,33
2440,1118,1261,774,3,0,32,13,33
2441,1399,1282,666,3,0,33,13,33
2442,1237,1296,690,3,0,34,14,33
2443,733,1376,793,3,0,35,14,33
2444,1745,1450,634,3,0,36,14,33
2445,830,1309,687,3,0,37,14,33
2446,1924,1353,599,3,0,38,15,33
2447,1828,1406,614,3,0,39,15,33
2448,1162,1318,698,3,0,40,15,33
2449,1279,1304,628,3,0,41,15,33
2450,2110,1220,638,3,0,42,16,33
2451,1203,1145,735,3,0,43,16,33
2452,1158,1257,805,3,0,44,16,33
2453,1899,1264,727,3,0,45,16,33
2454,1661,1138,855,3,0,46,17,33
2455,1979,1126,972,3,0,47,17,33
2456,1327,1239,1163,3,0,48,17,33
2457,2088,1061,1705,3,0,49,17,33
2458,2045,1182,1822,3,0,50,18,33
2459,1803,982,2391,3,0,51,18,33
2460,1871,1177,2549,3,0,52,18,33
2461,2120,949,2584,3,0,53,18,33
2462,1059,1041,1956,3,0,54,19,33
2463,1270,863,1727,3,0,55,19,33
2464,1936,710,1182,3,0,56,19,33
2465,1945,639,1129,3,0,57,19,33
2466,678,466,887,3,0,58,20,33
2467,595,364,883,3,0,59,20,33
2468,1408,447,738,3,0,60,20,33
2469,1394,391,953,3,0,61,20,33
2470,1703,323,663,3,0,62,21,33
2471,1008,267,724,3,0,63,21,33
2472,733,293,739,3,0,64,21,33
2473,559,225,668,3,0,65,21,33
2474,1035,186,700,3,0,66,22,33
2475,806,127,527,3,0,67,22,33
2476,623,137,463,3,0,68,22,33
2477,332,91,457,3,0,69,22,33
2478,486,76,318,3,0,70,23,33
2479,200,69,111,3,0,71,23,33
2480,29,26,39,3,0,72,23,33
2481,19,20,13,3,0,73,23,33
2482,4,0,0,4,0,1,5,34
2483,2,7,0,4,0,2,6,34
2484,18,5,5,4,0,3,6,34
2485,19,46,97,4,0,4,6,34
2486,29,452,181,4,0,5,6,34
2487,56,801,267,4,0,6,7,34
2488,72,1128,522,4,0,7,7,34
2489,118,1201,1089,4,0,8,7,34
2490,172,1409,1604,4,0,9,7,34
2491,659,1412,2314,4,0,10,8,34
2492,700,1395,2610,4,0,11,8,34
2493,565,1548,3125,4,0,12,8,34
2494,295,1630,2994,4,0,13,8,34
2495,544,1766,1804,4,0,14,9,34
2496,861,1843,1748,4,0,15,9,34
2497,600,1665,1602,4,0,16,9,34
2498,1394,1763,1105,4,0,17,9,34
2499,339,1830,1028,4,0,18,10,34
2500,1604,1705,757,4,0,19,10,34
2501,1229,1483,729,4,0,20,10,34
2502,1172,1289,652,4,0,21,10,34
2503,828,1297,633,4,0,22,11,34
2504,1484,1094,587,4,0,23,11,34
2505,1311,1375,625,4,0,24,11,34
2506,1371,1291,507,4,0,25,11,34
2507,1991,1295,603,4,0,26,12,34
2508,1173,1237,545,4,0,27,12,34
2509,736,1226,631,4,0,28,12,34
2510,1024,1098,694,4,0,29,12,34
2511,731,1238,654,4,0,30,13,34
2512,1601,1396,707,4,0,31,13,34
2513,1096,1423,808,4,0,32,13,34
2514,1399,1405,720,4,0,33,13,34
2515,1527,1313,723,4,0,34,14,34
2516,705,1318,765,4,0,35,14,34
2517,1879,1333,645,4,0,36,14,34
2518,1007,1340,627,4,0,37,14,34
2519,2047,1388,607,4,0,38,15,34
2520,1823,1445,632,4,0,39,15,34
2521,1221,1353,767,4,0,40,15,34
2522,1554,1345,648,4,0,41,15,34
2523,1932,1355,703,4,0,42,16,34
2524,1353,1265,792,4,0,43,16,34
2525,1048,1375,777,4,0,44,16,34
2526,2111,1442,856,4,0,45,16,34
2527,1401,1242,901,4,0,46,17,34
2528,1864,1177,974,4,0,47,17,34
2529,1230,1229,1165,4,0,48,17,34
2530,2231,1103,1627,4,0,49,17,34
2531,1882,1231,1785,4,0,50,18,34
2532,2042,1224,2269,4,0,51,18,34
2533,2329,1400,2418,4,0,52,18,34
2534,2173,1275,2638,4,0,53,18,34
2535,1492,998,2006,4,0,54,19,34
2536,1365,1068,1693,4,0,55,19,34
2537,2092,912,1278,4,0,56,19,34
2538,2114,753,1236,4,0,57,19,34
2539,909,539,939,4,0,58,20,34
2540,645,530,845,4,0,59,20,34
2541,1463,555,770,4,0,60,20,34
2542,2321,397,910,4,0,61,20,34
2543,1547,339,804,4,0,62,21,34
2544,1135,329,787,4,0,63,21,34
2545,831,291,783,4,0,64,21,34
2546,633,239,724,4,0,65,21,34
2547,1040,212,757,4,0,66,22,34
2548,1020,199,587,4,0,67,22,34
2549,846,124,526,4,0,68,22,34
2550,495,104,530,4,0,69,22,34
2551,563,97,339,4,0,70,23,34
2552,271,60,105,4,0,71,23,34
2553,40,40,46,4,0,72,23,34
2554,14,16,11,4,0,73,23,34
2555,1,0,0,5,0,1,5,35
2556,3,5,0,5,0,2,6,35
2557,12,2,7,5,0,3,6,35
2558,14,62,79,5,0,4,6,35
2559,32,457,170,5,0,5,6,35
2560,41,784,272,5,0,6,7,35
2561,87,1213,531,5,0,7,7,35
2562,125,1336,1071,5,0,8,7,35
2563,156,1426,1558,5,0,9,7,35
2564,578,1447,2287,5,0,10,8,35
2565,769,1636,2524,5,0,11,8,35
2566,547,1814,3085,5,0,12,8,35
2567,358,1815,2792,5,0,13,8,35
2568,360,1932,1717,5,0,14,9,35
2569,1076,1883,1637,5,0,15,9,35
2570,609,1947,1625,5,0,16,9,35
2571,1142,2000,1011,5,0,17,9,35
2572,756,2062,1016,5,0,18,10,35
2573,1790,1865,770,5,0,19,10,35
2574,1587,1838,703,5,0,20,10,35
2575,1425,1605,703,5,0,21,10,35
2576,778,1765,657,5,0,22,11,35
2577,1873,1700,703,5,0,23,11,35
2578,1463,1832,657,5,0,24,11,35
2579,1591,1920,483,5,0,25,11,35
2580,2434,1773,710,5,0,26,12,35
2581,1481,1799,629,5,0,27,12,35
2582,1071,1678,636,5,0,28,12,35
2583,1371,1745,857,5,0,29,12,35
2584,984,1961,778,5,0,30,13,35
2585,2235,2189,842,5,0,31,13,35
2586,1515,2083,961,5,0,32,13,35
2587,2084,2136,840,5,0,33,13,35
2588,2224,2055,897,5,0,34,14,35
2589,1395,2017,1000,5,0,35,14,35
2590,2249,2303,815,5,0,36,14,35
2591,1756,2281,897,5,0,37,14,35
2592,2769,2139,799,5,0,38,15,35
2593,2671,2238,838,5,0,39,15,35
2594,1909,2099,832,5,0,40,15,35
2595,2833,2199,835,5,0,41,15,35
2596,2669,2052,895,5,0,42,16,35
2597,1952,2113,1117,5,0,43,16,35
2598,1458,2617,1114,5,0,44,16,35
2599,2882,2499,1149,5,0,45,16,35
2600,2915,2356,1278,5,0,46,17,35
2601,2772,2404,1427,5,0,47,17,35
2602,2500,2600,1462,5,0,48,17,35
2603,3286,3051,2067,5,0,49,17,35
2604,2886,2960,2027,5,0,50,18,35
2605,3442,3211,2652,5,0,51,18,35
2606,3643,3767,2953,5,0,52,18,35
2607,2861,3226,3150,5,0,53,18,35
2608,2658,2856,2516,5,0,54,19,35
2609,3675,2596,2191,5,0,55,19,35
2610,3297,2197,1621,5,0,56,19,35
2611,4062,1868,1492,5,0,57,19,35
2612,2405,1282,1263,5,0,58,20,35
2613,1599,1124,1044,5,0,59,20,35
2614,1982,1102,832,5,0,60,20,35
2615,3585,966,1116,5,0,61,20,35
2616,2751,761,862,5,0,62,21,35
2617,2468,567,1003,5,0,63,21,35
2618,2364,450,990,5,0,64,21,35
2619,1080,422,863,5,0,65,21,35
2620,2288,361,980,5,0,66,22,35
2621,2024,272,788,5,0,67,22,35
2622,1565,264,733,5,0,68,22,35
2623,681,159,682,5,0,69,22,35
2624,873,161,468,5,0,70,23,35
2625,416,156,214,5,0,71,23,35
2626,64,70,56,5,0,72,23,35
2627,41,22,9,5,0,73,23,35
2628,3,0,0,6,0,1,5,36
2629,9,3,0,6,0,2,6,36
2630,21,10,11,6,0,3,6,36
2631,27,50,85,6,0,4,6,36
2632,45,705,177,6,0,5,6,36
2633,59,1159,217,6,0,6,7,36
2634,78,1559,406,6,0,7,7,36
2635,148,1744,475,6,0,8,7,36
2636,169,1829,715,6,0,9,7,36
2637,515,1552,918,6,0,10,8,36
2638,931,1640,1075,6,0,11,8,36
2639,537,1767,1398,6,0,12,8,36
2640,352,2234,1324,6,0,13,8,36
2641,541,2303,1039,6,0,14,9,36
2642,1083,1977,1187,6,0,15,9,36
2643,662,1977,1153,6,0,16,9,36
2644,1739,2094,1120,6,0,17,9,36
2645,779,2271,1008,6,0,18,10,36
2646,2032,2069,937,6,0,19,10,36
2647,2189,2041,943,6,0,20,10,36
2648,2035,1930,1015,6,0,21,10,36
2649,1493,1645,1027,6,0,22,11,36
2650,2056,1639,937,6,0,23,11,36
2651,1976,1556,933,6,0,24,11,36
2652,1642,1490,986,6,0,25,11,36
2653,2762,1508,874,6,0,26,12,36
2654,1533,1424,901,6,0,27,12,36
2655,1135,1288,833,6,0,28,12,36
2656,1352,1396,1001,6,0,29,12,36
2657,812,1503,960,6,0,30,13,36
2658,1546,1676,965,6,0,31,13,36
2659,1600,1529,1029,6,0,32,13,36
2660,1642,1573,1147,6,0,33,13,36
2661,1654,1676,1033,6,0,34,14,36
2662,927,1534,1147,6,0,35,14,36
2663,1959,1595,1227,6,0,36,14,36
2664,1284,1703,1056,6,0,37,14,36
2665,2072,1823,1144,6,0,38,15,36
2666,2250,1883,898,6,0,39,15,36
2667,1610,1905,1036,6,0,40,15,36
2668,2156,1512,868,6,0,41,15,36
2669,2411,1507,981,6,0,42,16,36
2670,1598,1454,989,6,0,43,16,36
2671,1191,1530,1009,6,0,44,16,36
2672,2080,1514,1024,6,0,45,16,36
2673,2332,1425,1226,6,0,46,17,36
2674,2243,1456,1255,6,0,47,17,36
2675,1734,1580,1316,6,0,48,17,36
2676,2039,1468,1560,6,0,49,17,36
2677,1950,1267,1512,6,0,50,18,36
2678,1763,1320,1673,6,0,51,18,36
2679,2161,1524,1651,6,0,52,18,36
2680,1872,1452,1716,6,0,53,18,36
2681,1308,1385,1513,6,0,54,19,36
2682,1405,1454,1041,6,0,55,19,36
2683,2362,1192,1173,6,0,56,19,36
2684,1780,973,1046,6,0,57,19,36
2685,886,738,962,6,0,58,20,36
2686,621,671,875,6,0,59,20,36
2687,1492,722,817,6,0,60,20,36
2688,2212,442,969,6,0,61,20,36
2689,1583,466,894,6,0,62,21,36
2690,904,362,822,6,0,63,21,36
2691,1048,328,921,6,0,64,21,36
2692,587,293,877,6,0,65,21,36
2693,1248,285,745,6,0,66,22,36
2694,1298,180,879,6,0,67,22,36
2695,715,190,672,6,0,68,22,36
2696,290,134,498,6,0,69,22,36
2697,576,134,473,6,0,70,23,36
2698,178,80,183,6,0,71,23,36
2699,44,56,70,6,0,72,23,36
2700,22,18,8,6,0,73,23,36
2701,2,0,0,7,1,1,5,37
2702,8,8,0,7,1,2,6,37
2703,14,4,4,7,1,3,6,37
2704,26,47,90,7,1,4,6,37
2705,31,393,158,7,1,5,6,37
2706,54,713,171,7,1,6,7,37
2707,87,946,307,7,1,7,7,37
2708,116,990,400,7,1,8,7,37
2709,135,1288,523,7,1,9,7,37
2710,485,1126,719,7,1,10,8,37
2711,609,1179,777,7,1,11,8,37
2712,368,1435,1043,7,1,12,8,37
2713,320,1688,934,7,1,13,8,37
2714,426,1674,700,7,1,14,9,37
2715,863,1680,950,7,1,15,9,37
2716,615,1615,921,7,1,16,9,37
2717,1215,1704,952,7,1,17,9,37
2718,1088,1813,812,7,1,18,10,37
2719,1872,1711,754,7,1,19,10,37
2720,1549,1551,846,7,1,20,10,37
2721,1553,1605,870,7,1,21,10,37
2722,981,1549,756,7,1,22,11,37
2723,1879,1455,798,7,1,23,11,37
2724,1751,1510,797,7,1,24,11,37
2725,1987,1643,802,7,1,25,11,37
2726,2054,1708,848,7,1,26,12,37
2727,1734,1376,738,7,1,27,12,37
2728,984,1436,752,7,1,28,12,37
2729,1291,1599,923,7,1,29,12,37
2730,1053,1925,797,7,1,30,13,37
2731,1693,2037,1008,7,1,31,13,37
2732,1581,1961,950,7,1,32,13,37
2733,1873,2092,1051,7,1,33,13,37
2734,2338,2158,987,7,1,34,14,37
2735,1565,2462,1204,7,1,35,14,37
2736,2353,2287,1245,7,1,36,14,37
2737,1853,2523,1084,7,1,37,14,37
2738,2500,2692,1251,7,1,38,15,37
2739,3269,2796,1024,7,1,39,15,37
2740,2332,2668,1219,7,1,40,15,37
2741,2861,2358,1051,7,1,41,15,37
2742,2685,2114,1206,7,1,42,16,37
2743,3251,2413,1226,7,1,43,16,37
2744,1971,2823,1309,7,1,44,16,37
2745,3077,2473,1245,7,1,45,16,37
2746,3265,2166,1232,7,1,46,17,37
