,entryflow,exitflow,transferflow,weekday,daytype,timeid,hour,dayid
701,3928,2658,1129,7,1,45,16,9
702,3784,2170,1277,7,1,46,17,9
703,3312,2242,1341,7,1,47,17,9
704,2391,2364,1353,7,1,48,17,9
705,3288,2285,1470,7,1,49,17,9
706,2717,2571,1265,7,1,50,18,9
707,3164,2400,1391,7,1,51,18,9
708,3627,2395,1383,7,1,52,18,9
709,2901,2023,1522,7,1,53,18,9
710,1920,1735,1323,7,1,54,19,9
711,2576,1738,1007,7,1,55,19,9
712,3399,1792,1127,7,1,56,19,9
713,3355,1564,1116,7,1,57,19,9
714,2558,1196,1034,7,1,58,20,9
715,2220,1158,939,7,1,59,20,9
716,2023,1175,890,7,1,60,20,9
717,3994,769,865,7,1,61,20,9
718,3627,734,807,7,1,62,21,9
719,3532,501,677,7,1,63,21,9
720,3162,358,769,7,1,64,21,9
721,1815,373,670,7,1,65,21,9
722,3566,382,574,7,1,66,22,9
723,2602,289,610,7,1,67,22,9
724,1901,249,487,7,1,68,22,9
725,758,169,431,7,1,69,22,9
726,1207,141,359,7,1,70,23,9
727,336,96,103,7,1,71,23,9
728,213,38,30,7,1,72,23,9
729,60,21,7,7,1,73,23,9
730,4,0,0,1,1,1,5,10
731,5,6,0,1,1,2,6,10
732,22,5,9,1,1,3,6,10
733,30,100,123,1,1,4,6,10
734,70,725,256,1,1,5,6,10
735,79,1450,353,1,1,6,7,10
736,179,1968,642,1,1,7,7,10
737,256,1846,1241,1,1,8,7,10
738,253,2062,1902,1,1,9,7,10
739,970,1924,2395,1,1,10,8,10
740,1220,2097,2702,1,1,11,8,10
741,879,1992,3199,1,1,12,8,10
742,394,2122,2790,1,1,13,8,10
743,816,2088,1653,1,1,14,9,10
744,1143,2263,1649,1,1,15,9,10
745,736,1971,1561,1,1,16,9,10
746,1857,2310,1001,1,1,17,9,10
747,535,2224,1067,1,1,18,10,10
748,2089,1996,669,1,1,19,10,10
749,1673,1745,679,1,1,20,10,10
750,1418,1558,712,1,1,21,10,10
751,1136,1571,590,1,1,22,11,10
752,1486,1420,617,1,1,23,11,10
753,1816,1800,646,1,1,24,11,10
754,1627,1553,449,1,1,25,11,10
755,2032,1601,637,1,1,26,12,10
756,1656,1563,524,1,1,27,12,10
757,1030,1342,572,1,1,28,12,10
758,1008,1338,647,1,1,29,12,10
759,775,1427,654,1,1,30,13,10
760,1768,1587,611,1,1,31,13,10
761,1468,1531,757,1,1,32,13,10
762,1646,1530,638,1,1,33,13,10
763,1475,1465,703,1,1,34,14,10
764,1073,1626,755,1,1,35,14,10
765,1843,1533,634,1,1,36,14,10
766,1026,1612,622,1,1,37,14,10
767,2002,1432,621,1,1,38,15,10
768,2208,1562,654,1,1,39,15,10
769,1311,1344,689,1,1,40,15,10
770,1385,1354,635,1,1,41,15,10
771,2196,1196,679,1,1,42,16,10
772,1306,1286,814,1,1,43,16,10
773,1061,1237,786,1,1,44,16,10
774,1800,1474,800,1,1,45,16,10
775,1777,1124,867,1,1,46,17,10
776,1874,1237,972,1,1,47,17,10
777,1227,1194,1218,1,1,48,17,10
778,2098,1070,1690,1,1,49,17,10
779,1790,1040,1742,1,1,50,18,10
780,1894,1059,2367,1,1,51,18,10
781,1751,1143,2430,1,1,52,18,10
782,2001,937,2575,1,1,53,18,10
783,1021,945,1949,1,1,54,19,10
784,1275,876,1593,1,1,55,19,10
785,2265,779,1164,1,1,56,19,10
786,1703,694,1171,1,1,57,19,10
787,770,460,880,1,1,58,20,10
788,525,383,865,1,1,59,20,10
789,1335,480,637,1,1,60,20,10
790,2131,365,832,1,1,61,20,10
791,1452,280,689,1,1,62,21,10
792,828,245,664,1,1,63,21,10
793,1122,236,738,1,1,64,21,10
794,746,241,583,1,1,65,21,10
795,1037,141,708,1,1,66,22,10
796,841,147,511,1,1,67,22,10
797,624,133,498,1,1,68,22,10
798,364,110,498,1,1,69,22,10
799,526,87,302,1,1,70,23,10
800,231,59,106,1,1,71,23,10
801,35,28,50,1,1,72,23,10
802,10,29,10,1,1,73,23,10
803,2,0,0,2,0,1,5,11
804,11,3,0,2,0,2,6,11
805,13,6,6,2,0,3,6,11
806,28,62,98,2,0,4,6,11
807,25,499,188,2,0,5,6,11
808,47,818,297,2,0,6,7,11
809,85,1406,566,2,0,7,7,11
810,163,1469,1123,2,0,8,7,11
811,192,1661,1698,2,0,9,7,11
812,658,1673,2279,2,0,10,8,11
813,751,1754,2573,2,0,11,8,11
814,655,1643,3182,2,0,12,8,11
815,371,1833,2945,2,0,13,8,11
816,511,1903,1692,2,0,14,9,11
817,973,2052,1838,2,0,15,9,11
818,592,1656,1594,2,0,16,9,11
819,1459,1953,961,2,0,17,9,11
820,440,2075,950,2,0,18,10,11
821,1866,1806,756,2,0,19,10,11
822,1545,1528,669,2,0,20,10,11
823,1418,1329,719,2,0,21,10,11
824,938,1436,626,2,0,22,11,11
825,1240,1262,627,2,0,23,11,11
826,1525,1424,611,2,0,24,11,11
827,1436,1409,486,2,0,25,11,11
828,2031,1419,666,2,0,26,12,11
829,1364,1276,568,2,0,27,12,11
830,794,1210,535,2,0,28,12,11
831,1057,1146,710,2,0,29,12,11
832,628,1338,670,2,0,30,13,11
833,1459,1639,735,2,0,31,13,11
834,1351,1324,756,2,0,32,13,11
835,1500,1342,694,2,0,33,13,11
836,1291,1345,713,2,0,34,14,11
837,784,1331,717,2,0,35,14,11
838,1837,1408,618,2,0,36,14,11
839,903,1450,713,2,0,37,14,11
840,1873,1324,634,2,0,38,15,11
841,1910,1332,651,2,0,39,15,11
842,1086,1233,669,2,0,40,15,11
843,1207,1421,633,2,0,41,15,11
844,2221,1223,589,2,0,42,16,11
845,1250,1160,785,2,0,43,16,11
846,1041,1390,824,2,0,44,16,11
847,1962,1334,807,2,0,45,16,11
848,1460,1065,944,2,0,46,17,11
849,1854,1216,980,2,0,47,17,11
850,1517,1064,1110,2,0,48,17,11
851,1981,1061,1750,2,0,49,17,11
852,1775,1085,1809,2,0,50,18,11
853,2135,1100,2237,2,0,51,18,11
854,1435,1208,2451,2,0,52,18,11
855,2364,988,2542,2,0,53,18,11
856,1276,957,1970,2,0,54,19,11
857,1226,933,1706,2,0,55,19,11
858,2256,791,1154,2,0,56,19,11
859,1315,645,1100,2,0,57,19,11
860,1430,450,902,2,0,58,20,11
861,639,404,828,2,0,59,20,11
862,1317,442,672,2,0,60,20,11
863,1544,339,832,2,0,61,20,11
864,1658,343,714,2,0,62,21,11
865,1138,256,720,2,0,63,21,11
866,732,232,723,2,0,64,21,11
867,567,220,632,2,0,65,21,11
868,878,194,659,2,0,66,22,11
869,989,139,511,2,0,67,22,11
870,641,144,434,2,0,68,22,11
871,353,101,448,2,0,69,22,11
872,553,95,280,2,0,70,23,11
873,204,93,97,2,0,71,23,11
874,23,27,39,2,0,72,23,11
875,11,22,9,2,0,73,23,11
876,4,0,0,3,0,1,5,12
877,16,4,0,3,0,2,6,12
878,17,7,8,3,0,3,6,12
879,27,76,97,3,0,4,6,12
880,48,473,192,3,0,5,6,12
881,57,898,290,3,0,6,7,12
882,98,1415,620,3,0,7,7,12
883,169,1439,1130,3,0,8,7,12
884,216,1603,1781,3,0,9,7,12
885,704,1666,2402,3,0,10,8,12
886,808,1631,2612,3,0,11,8,12
887,599,1925,3050,3,0,12,8,12
888,351,1734,2848,3,0,13,8,12
889,574,1979,1587,3,0,14,9,12
890,912,1874,1770,3,0,15,9,12
891,634,1800,1610,3,0,16,9,12
892,1432,1882,1018,3,0,17,9,12
893,427,2026,976,3,0,18,10,12
894,1583,1623,703,3,0,19,10,12
895,1523,1644,695,3,0,20,10,12
896,1334,1386,686,3,0,21,10,12
897,810,1428,562,3,0,22,11,12
898,1384,1215,622,3,0,23,11,12
899,1410,1479,552,3,0,24,11,12
900,1303,1490,553,3,0,25,11,12
901,2201,1416,655,3,0,26,12,12
902,1117,1318,497,3,0,27,12,12
903,776,1235,576,3,0,28,12,12
904,1121,1115,668,3,0,29,12,12
905,714,1279,677,3,0,30,13,12
906,1488,1651,649,3,0,31,13,12
907,1464,1348,790,3,0,32,13,12
908,1487,1366,701,3,0,33,13,12
909,1241,1461,653,3,0,34,14,12
910,789,1411,744,3,0,35,14,12
911,1572,1453,790,3,0,36,14,12
912,1211,1429,694,3,0,37,14,12
913,1678,1497,667,3,0,38,15,12
914,2195,1512,591,3,0,39,15,12
915,1274,1366,649,3,0,40,15,12
916,1492,1365,616,3,0,41,15,12
917,1905,1182,672,3,0,42,16,12
918,1458,1192,772,3,0,43,16,12
919,967,1379,712,3,0,44,16,12
920,2216,1426,799,3,0,45,16,12
921,1530,1289,838,3,0,46,17,12
922,1845,1317,1038,3,0,47,17,12
923,1529,1192,1095,3,0,48,17,12
924,2339,1091,1626,3,0,49,17,12
925,1867,1149,1717,3,0,50,18,12
926,2043,1126,2314,3,0,51,18,12
927,1914,1240,2491,3,0,52,18,12
928,2004,1064,2660,3,0,53,18,12
929,1160,1050,2007,3,0,54,19,12
930,1216,1015,1729,3,0,55,19,12
931,2091,982,1229,3,0,56,19,12
932,1857,700,1152,3,0,57,19,12
933,823,517,913,3,0,58,20,12
934,699,413,834,3,0,59,20,12
935,1411,532,718,3,0,60,20,12
936,2531,359,865,3,0,61,20,12
937,1449,325,703,3,0,62,21,12
938,1106,274,708,3,0,63,21,12
939,835,262,700,3,0,64,21,12
940,729,276,683,3,0,65,21,12
941,1196,226,756,3,0,66,22,12
942,948,155,532,3,0,67,22,12
943,698,133,493,3,0,68,22,12
944,369,113,447,3,0,69,22,12
945,529,84,306,3,0,70,23,12
946,205,64,104,3,0,71,23,12
947,22,35,39,3,0,72,23,12
948,5,11,20,3,0,73,23,12
949,2,0,0,4,0,1,5,13
950,5,7,0,4,0,2,6,13
951,21,3,3,4,0,3,6,13
952,13,83,103,4,0,4,6,13
953,32,494,228,4,0,5,6,13
954,43,855,259,4,0,6,7,13
955,82,1373,565,4,0,7,7,13
956,172,1488,1159,4,0,8,7,13
957,186,1473,1729,4,0,9,7,13
958,578,1609,2267,4,0,10,8,13
959,715,1793,2579,4,0,11,8,13
960,662,1839,3116,4,0,12,8,13
961,341,1704,2832,4,0,13,8,13
962,634,1770,1626,4,0,14,9,13
963,922,1889,1753,4,0,15,9,13
964,520,1542,1452,4,0,16,9,13
965,1326,1732,1071,4,0,17,9,13
966,484,1780,1010,4,0,18,10,13
967,1519,1626,743,4,0,19,10,13
968,1435,1411,704,4,0,20,10,13
969,1384,1230,730,4,0,21,10,13
970,655,1349,599,4,0,22,11,13
971,1152,1104,616,4,0,23,11,13
972,1330,1367,570,4,0,24,11,13
973,1617,1441,494,4,0,25,11,13
974,2081,1279,607,4,0,26,12,13
975,1127,1180,586,4,0,27,12,13
976,887,1170,570,4,0,28,12,13
977,1015,1154,695,4,0,29,12,13
978,677,1343,629,4,0,30,13,13
979,1532,1496,680,4,0,31,13,13
980,1314,1432,791,4,0,32,13,13
981,1566,1259,637,4,0,33,13,13
982,1308,1299,729,4,0,34,14,13
983,858,1340,740,4,0,35,14,13
984,1688,1336,597,4,0,36,14,13
985,1328,1463,713,4,0,37,14,13
986,2000,1294,658,4,0,38,15,13
987,2280,1254,608,4,0,39,15,13
988,1245,1341,730,4,0,40,15,13
989,961,1291,693,4,0,41,15,13
990,2667,1171,717,4,0,42,16,13
991,1634,1228,734,4,0,43,16,13
992,1055,1484,827,4,0,44,16,13
993,1752,1469,757,4,0,45,16,13
994,1902,1351,857,4,0,46,17,13
995,2110,1285,953,4,0,47,17,13
996,1884,1321,1140,4,0,48,17,13
997,2472,1146,1707,4,0,49,17,13
998,2188,1231,1656,4,0,50,18,13
999,2369,1141,2210,4,0,51,18,13
1000,2297,1385,2379,4,0,52,18,13
1001,2174,1046,2648,4,0,53,18,13
1002,1348,1119,2029,4,0,54,19,13
1003,1667,985,1767,4,0,55,19,13
1004,2616,946,1259,4,0,56,19,13
1005,2177,681,1184,4,0,57,19,13
1006,858,600,866,4,0,58,20,13
1007,681,540,900,4,0,59,20,13
1008,1404,543,736,4,0,60,20,13
1009,2752,381,945,4,0,61,20,13
1010,1768,322,757,4,0,62,21,13
1011,1387,264,805,4,0,63,21,13
1012,965,291,713,4,0,64,21,13
1013,637,228,659,4,0,65,21,13
1014,1425,211,773,4,0,66,22,13
1015,1445,194,545,4,0,67,22,13
1016,1067,139,517,4,0,68,22,13
1017,404,125,436,4,0,69,22,13
1018,802,103,318,4,0,70,23,13
1019,252,77,121,4,0,71,23,13
1020,44,31,46,4,0,72,23,13
1021,28,33,12,4,0,73,23,13
1022,4,0,0,5,0,1,5,14
1023,18,3,0,5,0,2,6,14
1024,25,5,6,5,0,3,6,14
1025,35,73,108,5,0,4,6,14
1026,32,602,226,5,0,5,6,14
1027,61,957,243,5,0,6,7,14
1028,100,1261,560,5,0,7,7,14
1029,153,1285,1111,5,0,8,7,14
1030,172,1689,1645,5,0,9,7,14
1031,617,1579,2226,5,0,10,8,14
1032,731,1591,2510,5,0,11,8,14
1033,726,1755,3029,5,0,12,8,14
1034,372,1964,2730,5,0,13,8,14
1035,778,1755,1667,5,0,14,9,14
1036,945,1929,1676,5,0,15,9,14
1037,644,1726,1572,5,0,16,9,14
1038,1572,2034,1021,5,0,17,9,14
1039,759,1871,1018,5,0,18,10,14
1040,1895,2103,769,5,0,19,10,14
1041,1669,1851,674,5,0,20,10,14
1042,1633,1526,726,5,0,21,10,14
1043,1234,1803,595,5,0,22,11,14
1044,1751,1438,688,5,0,23,11,14
1045,1660,1828,609,5,0,24,11,14
1046,1883,1859,504,5,0,25,11,14
1047,2557,1774,687,5,0,26,12,14
1048,1717,1690,608,5,0,27,12,14
1049,1289,1509,620,5,0,28,12,14
1050,1414,1690,776,5,0,29,12,14
1051,1052,2017,746,5,0,30,13,14
1052,2236,2204,809,5,0,31,13,14
1053,2133,2070,951,5,0,32,13,14
1054,2536,1976,802,5,0,33,13,14
1055,1814,1899,831,5,0,34,14,14
1056,1259,1986,895,5,0,35,14,14
1057,2298,2143,847,5,0,36,14,14
1058,1972,2254,886,5,0,37,14,14
1059,2862,2304,808,5,0,38,15,14
1060,3138,2387,832,5,0,39,15,14
1061,2275,1998,923,5,0,40,15,14
1062,2965,2065,849,5,0,41,15,14
1063,3023,2086,882,5,0,42,16,14
1064,2261,2072,1120,5,0,43,16,14
1065,1645,2504,1053,5,0,44,16,14
1066,2926,2556,1140,5,0,45,16,14
1067,2855,2228,1203,5,0,46,17,14
1068,2701,2295,1446,5,0,47,17,14
1069,2279,2651,1483,5,0,48,17,14
1070,3109,2528,2033,5,0,49,17,14
1071,2700,3043,2082,5,0,50,18,14
1072,3188,3252,2551,5,0,51,18,14
1073,3711,3298,3041,5,0,52,18,14
1074,3298,2767,3062,5,0,53,18,14
1075,2524,2698,2471,5,0,54,19,14
1076,2470,2518,2227,5,0,55,19,14
1077,3758,2121,1604,5,0,56,19,14
1078,3885,1641,1465,5,0,57,19,14
1079,2184,1265,1218,5,0,58,20,14
1080,1884,1162,1033,5,0,59,20,14
1081,2220,1271,804,5,0,60,20,14
1082,3764,878,1006,5,0,61,20,14
1083,2648,796,853,5,0,62,21,14
1084,2986,589,859,5,0,63,21,14
1085,2991,607,911,5,0,64,21,14
1086,2016,510,860,5,0,65,21,14
1087,2788,366,926,5,0,66,22,14
1088,2614,382,710,5,0,67,22,14
1089,1842,295,679,5,0,68,22,14
1090,1040,256,649,5,0,69,22,14
1091,1174,176,420,5,0,70,23,14
1092,497,135,185,5,0,71,23,14
1093,89,89,47,5,0,72,23,14
1094,48,39,20,5,0,73,23,14
1095,8,0,0,6,0,1,5,15
1096,10,4,0,6,0,2,6,15
1097,18,2,7,6,0,3,6,15
1098,41,85,97,6,0,4,6,15
1099,41,669,188,6,0,5,6,15
1100,55,1281,258,6,0,6,7,15
1101,88,1743,401,6,0,7,7,15
1102,128,1924,480,6,0,8,7,15
1103,230,2101,663,6,0,9,7,15
1104,728,1779,1052,6,0,10,8,15
1105,655,1929,1093,6,0,11,8,15
1106,731,1844,1521,6,0,12,8,15
1107,566,2302,1303,6,0,13,8,15
1108,666,2278,1019,6,0,14,9,15
1109,1113,2203,1192,6,0,15,9,15
1110,747,2099,1154,6,0,16,9,15
1111,1917,2267,1131,6,0,17,9,15
1112,790,2339,1046,6,0,18,10,15
1113,2233,2331,850,6,0,19,10,15
1114,2157,2225,954,6,0,20,10,15
1115,1983,2006,1034,6,0,21,10,15
1116,1349,1822,904,6,0,22,11,15
1117,2313,1685,911,6,0,23,11,15
1118,2556,1751,923,6,0,24,11,15
1119,2289,1657,894,6,0,25,11,15
1120,2403,1670,871,6,0,26,12,15
1121,1987,1429,864,6,0,27,12,15
1122,1290,1322,775,6,0,28,12,15
1123,1452,1507,975,6,0,29,12,15
1124,940,1517,873,6,0,30,13,15
1125,1919,1677,1030,6,0,31,13,15
1126,1723,1683,1150,6,0,32,13,15
1127,1936,1515,1112,6,0,33,13,15
1128,1577,1661,937,6,0,34,14,15
1129,1195,1538,1140,6,0,35,14,15
1130,2091,1651,1167,6,0,36,14,15
1131,1351,1768,980,6,0,37,14,15
1132,2247,1701,1066,6,0,38,15,15
1133,2291,1697,900,6,0,39,15,15
1134,1827,1780,1013,6,0,40,15,15
1135,1913,1578,949,6,0,41,15,15
1136,2175,1542,968,6,0,42,16,15
1137,1538,1522,957,6,0,43,16,15
1138,1331,1758,1136,6,0,44,16,15
1139,2290,1756,1076,6,0,45,16,15
1140,1874,1629,1166,6,0,46,17,15
1141,1995,1560,1237,6,0,47,17,15
1142,1760,1781,1450,6,0,48,17,15
1143,2352,1592,1540,6,0,49,17,15
1144,1956,1396,1494,6,0,50,18,15
1145,2314,1485,1671,6,0,51,18,15
1146,1987,1624,1711,6,0,52,18,15
1147,2172,1507,1719,6,0,53,18,15
1148,1131,1315,1481,6,0,54,19,15
1149,1292,1180,1089,6,0,55,19,15
1150,2261,1276,1173,6,0,56,19,15
1151,1912,955,1071,6,0,57,19,15
1152,923,827,974,6,0,58,20,15
1153,656,610,907,6,0,59,20,15
1154,1638,673,904,6,0,60,20,15
1155,2546,442,973,6,0,61,20,15
1156,1187,358,847,6,0,62,21,15
1157,1517,320,778,6,0,63,21,15
1158,887,329,850,6,0,64,21,15
1159,706,305,726,6,0,65,21,15
1160,1315,287,714,6,0,66,22,15
1161,1166,223,743,6,0,67,22,15
1162,567,190,605,6,0,68,22,15
1163,450,127,540,6,0,69,22,15
1164,603,145,520,6,0,70,23,15
1165,183,101,191,6,0,71,23,15
1166,57,82,58,6,0,72,23,15
1167,24,28,27,6,0,73,23,15
1168,3,0,0,7,1,1,5,16
1169,5,3,0,7,1,2,6,16
1170,19,6,5,7,1,3,6,16
1171,11,54,67,7,1,4,6,16
1172,26,493,154,7,1,5,6,16
1173,65,889,176,7,1,6,7,16
1174,98,1126,372,7,1,7,7,16
1175,114,1266,372,7,1,8,7,16
1176,149,1347,511,7,1,9,7,16
1177,569,1206,722,7,1,10,8,16
1178,608,1428,834,7,1,11,8,16
1179,397,1424,1177,7,1,12,8,16
1180,313,1797,990,7,1,13,8,16
1181,504,1936,823,7,1,14,9,16
1182,856,1936,871,7,1,15,9,16
1183,465,1941,942,7,1,16,9,16
1184,1603,2014,967,7,1,17,9,16
1185,853,1932,923,7,1,18,10,16
1186,1926,1996,825,7,1,19,10,16
1187,1596,1992,938,7,1,20,10,16
1188,1526,1722,982,7,1,21,10,16
1189,1074,1675,842,7,1,22,11,16
1190,1946,1918,784,7,1,23,11,16
1191,1985,1892,865,7,1,24,11,16
1192,2032,2038,816,7,1,25,11,16
1193,2309,1861,798,7,1,26,12,16
1194,1454,1727,762,7,1,27,12,16
1195,1142,1467,730,7,1,28,12,16
1196,1276,1771,840,7,1,29,12,16
1197,940,2014,802,7,1,30,13,16
1198,1987,2435,1026,7,1,31,13,16
1199,1816,2335,925,7,1,32,13,16
1200,2217,2228,1078,7,1,33,13,16
1201,1868,2361,950,7,1,34,14,16
1202,1161,2471,1040,7,1,35,14,16
1203,2659,2735,1224,7,1,36,14,16
1204,1794,2861,1096,7,1,37,14,16
1205,2853,2897,1148,7,1,38,15,16
1206,3533,2938,1061,7,1,39,15,16
1207,2740,2702,1136,7,1,40,15,16
1208,2193,2337,1027,7,1,41,15,16
1209,4163,2145,1195,7,1,42,16,16
1210,2760,2339,1139,7,1,43,16,16
1211,1806,2934,1269,7,1,44,16,16
1212,3237,2674,1174,7,1,45,16,16
1213,3221,2353,1220,7,1,46,17,16
1214,3008,2312,1294,7,1,47,17,16
1215,2558,2505,1335,7,1,48,17,16
1216,3089,2388,1381,7,1,49,17,16
1217,2695,2708,1303,7,1,50,18,16
1218,3443,2752,1337,7,1,51,18,16
1219,3433,2443,1359,7,1,52,18,16
1220,2866,1983,1349,7,1,53,18,16
1221,2501,1879,1273,7,1,54,19,16
1222,2179,1804,913,7,1,55,19,16
1223,3567,1834,1112,7,1,56,19,16
1224,3860,1391,1061,7,1,57,19,16
1225,2053,1088,988,7,1,58,20,16
1226,1779,1006,829,7,1,59,20,16
1227,2663,1135,768,7,1,60,20,16
1228,3802,773,787,7,1,61,20,16
1229,2954,664,759,7,1,62,21,16
1230,3158,514,640,7,1,63,21,16
1231,2041,444,702,7,1,64,21,16
1232,2456,435,665,7,1,65,21,16
1233,3188,368,467,7,1,66,22,16
1234,2792,318,541,7,1,67,22,16
1235,1725,250,455,7,1,68,22,16
1236,1088,134,394,7,1,69,22,16
1237,1411,103,297,7,1,70,23,16
1238,459,92,91,7,1,71,23,16
1239,116,60,35,7,1,72,23,16
1240,45,30,9,7,1,73,23,16
1241,11,0,0,1,1,1,5,17
1242,15,2,0,1,1,2,6,17
1243,12,8,4,1,1,3,6,17
1244,32,152,122,1,1,4,6,17
1245,50,686,217,1,1,5,6,17
1246,62,1377,281,1,1,6,7,17
1247,134,1908,695,1,1,7,7,17
1248,226,2015,1322,1,1,8,7,17
1249,249,1920,1900,1,1,9,7,17
1250,1046,2000,2474,1,1,10,8,17
1251,1051,1884,2653,1,1,11,8,17
1252,1071,1931,3232,1,1,12,8,17
1253,489,2055,2926,1,1,13,8,17
1254,793,2084,1781,1,1,14,9,17
1255,1237,2168,1789,1,1,15,9,17
1256,729,1968,1619,1,1,16,9,17
1257,1703,2247,943,1,1,17,9,17
1258,459,2411,1016,1,1,18,10,17
1259,2258,2030,760,1,1,19,10,17
1260,1687,1835,652,1,1,20,10,17
1261,1211,1520,690,1,1,21,10,17
1262,1079,1618,591,1,1,22,11,17
1263,1469,1473,621,1,1,23,11,17
1264,1892,1642,598,1,1,24,11,17
1265,2041,1626,520,1,1,25,11,17
1266,2392,1482,611,1,1,26,12,17
1267,1260,1531,526,1,1,27,12,17
1268,809,1247,587,1,1,28,12,17
1269,1260,1281,641,1,1,29,12,17
1270,754,1362,644,1,1,30,13,17
1271,1557,1543,658,1,1,31,13,17
1272,1747,1464,799,1,1,32,13,17
1273,1514,1431,662,1,1,33,13,17
1274,1442,1561,731,1,1,34,14,17
1275,1203,1430,697,1,1,35,14,17
1276,1809,1608,674,1,1,36,14,17
1277,1304,1592,704,1,1,37,14,17
1278,1917,1420,645,1,1,38,15,17
1279,2045,1538,600,1,1,39,15,17
1280,1390,1373,677,1,1,40,15,17
1281,1652,1393,618,1,1,41,15,17
1282,2129,1254,629,1,1,42,16,17
1283,1497,1310,812,1,1,43,16,17
1284,1090,1378,771,1,1,44,16,17
1285,2212,1386,772,1,1,45,16,17
1286,1605,1129,881,1,1,46,17,17
1287,1926,1167,949,1,1,47,17,17
1288,1465,1210,1135,1,1,48,17,17
1289,2012,1129,1718,1,1,49,17,17
1290,1821,1105,1721,1,1,50,18,17
1291,2081,1123,2305,1,1,51,18,17
1292,1991,1199,2557,1,1,52,18,17
1293,1997,1051,2661,1,1,53,18,17
1294,1090,860,2084,1,1,54,19,17
1295,1545,890,1767,1,1,55,19,17
1296,1971,796,1141,1,1,56,19,17
1297,2013,682,1102,1,1,57,19,17
1298,764,468,838,1,1,58,20,17
1299,545,440,896,1,1,59,20,17
1300,1633,494,698,1,1,60,20,17
1301,2547,352,781,1,1,61,20,17
1302,1668,288,697,1,1,62,21,17
1303,1057,263,699,1,1,63,21,17
1304,825,224,663,1,1,64,21,17
1305,569,182,635,1,1,65,21,17
1306,628,189,651,1,1,66,22,17
1307,971,176,477,1,1,67,22,17
1308,982,131,448,1,1,68,22,17
1309,448,104,438,1,1,69,22,17
1310,643,108,288,1,1,70,23,17
1311,222,45,96,1,1,71,23,17
1312,22,24,36,1,1,72,23,17
1313,16,20,14,1,1,73,23,17
1314,3,0,0,2,0,1,5,18
1315,4,2,0,2,0,2,6,18
1316,15,4,2,2,0,3,6,18
1317,11,57,101,2,0,4,6,18
1318,27,513,230,2,0,5,6,18
1319,42,799,204,2,0,6,7,18
1320,64,1354,561,2,0,7,7,18
1321,176,1498,1119,2,0,8,7,18
1322,179,1466,1764,2,0,9,7,18
1323,677,1565,2307,2,0,10,8,18
1324,783,1587,2667,2,0,11,8,18
1325,603,1728,3259,2,0,12,8,18
1326,360,1732,2924,2,0,13,8,18
1327,599,1889,1807,2,0,14,9,18
1328,912,1968,1697,2,0,15,9,18
1329,516,1784,1635,2,0,16,9,18
1330,1455,1838,1027,2,0,17,9,18
1331,454,1827,974,2,0,18,10,18
1332,1631,1736,732,2,0,19,10,18
1333,1473,1610,684,2,0,20,10,18
1334,1323,1428,708,2,0,21,10,18
1335,823,1486,602,2,0,22,11,18
1336,1308,1291,624,2,0,23,11,18
1337,1380,1374,603,2,0,24,11,18
1338,1122,1471,448,2,0,25,11,18
1339,2370,1330,607,2,0,26,12,18
1340,1262,1189,556,2,0,27,12,18
1341,758,1194,584,2,0,28,12,18
1342,1134,1112,666,2,0,29,12,18
1343,679,1421,694,2,0,30,13,18
1344,1524,1498,717,2,0,31,13,18
1345,1436,1359,796,2,0,32,13,18
1346,1597,1344,676,2,0,33,13,18
1347,1119,1452,684,2,0,34,14,18
1348,864,1304,750,2,0,35,14,18
1349,1773,1352,677,2,0,36,14,18
1350,1002,1344,702,2,0,37,14,18
1351,1893,1495,672,2,0,38,15,18
1352,2021,1388,654,2,0,39,15,18
1353,1257,1281,739,2,0,40,15,18
1354,1299,1334,628,2,0,41,15,18
1355,2296,1159,720,2,0,42,16,18
1356,1250,1155,788,2,0,43,16,18
1357,1156,1281,812,2,0,44,16,18
1358,2062,1306,807,2,0,45,16,18
1359,1747,1118,875,2,0,46,17,18
1360,1867,1236,928,2,0,47,17,18
1361,1423,1220,1161,2,0,48,17,18
1362,2111,1122,1675,2,0,49,17,18
1363,1843,1150,1824,2,0,50,18,18
1364,1868,987,2348,2,0,51,18,18
1365,2063,1401,2531,2,0,52,18,18
1366,1869,1067,2686,2,0,53,18,18
1367,1056,921,2028,2,0,54,19,18
1368,1232,865,1649,2,0,55,19,18
1369,2144,854,1151,2,0,56,19,18
1370,1759,617,1136,2,0,57,19,18
1371,708,493,913,2,0,58,20,18
1372,619,361,894,2,0,59,20,18
1373,1466,468,666,2,0,60,20,18
1374,2235,319,800,2,0,61,20,18
1375,1490,310,666,2,0,62,21,18
1376,1019,223,682,2,0,63,21,18
1377,655,215,760,2,0,64,21,18
1378,730,218,597,2,0,65,21,18
1379,1070,182,696,2,0,66,22,18
1380,893,137,506,2,0,67,22,18
1381,615,116,463,2,0,68,22,18
1382,431,91,430,2,0,69,22,18
1383,588,93,301,2,0,70,23,18
1384,176,38,114,2,0,71,23,18
1385,44,45,41,2,0,72,23,18
1386,19,25,14,2,0,73,23,18
1387,5,0,0,3,0,1,5,19
1388,7,4,0,3,0,2,6,19
1389,20,7,4,3,0,3,6,19
1390,21,64,88,3,0,4,6,19
1391,27,527,223,3,0,5,6,19
1392,53,758,238,3,0,6,7,19
